Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	991.899
ICR1	700.507
LSR1	185.296
NME1	109.599
PWR1	363.834
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	457.894
R0020C	1006.11
R0030W	963.061
R0040C	536.549
RDN18-1	507.995
RDN18-2	510.783
RDN25-1	696.42
RDN25-2	743.948
RDN37-1	259.665
RDN37-2	259.451
RDN5-1	626.423
RDN5-2	455.022
RDN5-3	446.771
RDN5-4	496.268
RDN5-5	455.022
RDN5-6	626.423
RDN58-1	626.743
RDN58-2	822.704
RNA170	193.478
RPM1	0
RPR1	121.249
RUF20	256.126
RUF21	199.732
RUF22	0.322834
RUF23	161.612
RUF5-1	1310.35
RUF5-2	1312.57
SCR1	789.349
SRG1	421.563
TLC1	108.127
YAL001C	296.232
YAL002W	17.134
YAL003W	1761.26
YAL004W	922.364
YAL005C	1578.58
YAL007C	239.138
YAL008W	144.393
YAL009W	589.614
YAL010C	212.384
YAL011W	249.243
YAL012W	372.657
YAL013W	437.579
YAL014C	705.474
YAL015C	470.289
YAL016C-A	713.011
YAL016C-B	13.69
YAL016W	978.932
YAL017W	193.726
YAL018C	376.557
YAL019W	311.865
YAL019W-A	148.534
YAL020C	258.019
YAL021C	417.856
YAL022C	632.225
YAL023C	159.873
YAL024C	12.055
YAL025C	111.709
YAL026C	247.608
YAL026C-A	548.094
YAL027W	744.376
YAL028W	676.025
YAL029C	235.396
YAL030W	166.289
YAL031C	23.259
YAL031W-A	278.663
YAL032C	349.005
YAL033W	786.192
YAL034C	361.209
YAL034C-B	172.941
YAL034W-A	57.488
YAL035W	165.398
YAL036C	597.966
YAL037C-A	691.342
YAL037C-B	396.538
YAL037W	324.892
