Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	809.309
ICR1	537.929
LSR1	168.054
NME1	859.478
PWR1	281.746
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	664.741
R0020C	1087.63
R0030W	1047.69
R0040C	612.094
RDN18-1	821.543
RDN18-2	827.276
RDN25-1	1055.81
RDN25-2	1125.87
RDN37-1	344.151
RDN37-2	342.252
RDN5-1	1208.36
RDN5-2	764.17
RDN5-3	819.582
RDN5-4	806.792
RDN5-5	768.432
RDN5-6	1208.36
RDN58-1	1152.15
RDN58-2	1487.33
RNA170	512.866
RPM1	0
RPR1	534.606
RUF20	308.339
RUF21	214.944
RUF22	0
RUF23	0
RUF5-1	1232.67
RUF5-2	1224.96
SCR1	179.238
SRG1	452.363
TLC1	108.698
YAL001C	339.699
YAL002W	169.148
YAL003W	1446.66
YAL004W	835.342
YAL005C	1492.05
YAL007C	192.363
YAL008W	137.542
YAL009W	592.139
YAL010C	27.23
YAL011W	273.077
YAL012W	335.589
YAL013W	440.924
YAL014C	833.035
YAL015C	525.067
YAL016C-A	822.269
YAL016C-B	451.909
YAL016W	116.536
YAL017W	279.404
YAL018C	3.302
YAL019W	190.648
YAL019W-A	106.334
YAL020C	232.073
YAL021C	445.161
YAL022C	541.045
YAL023C	142.397
YAL024C	939.049
YAL025C	627.891
YAL026C	22.277
YAL026C-A	578.592
YAL027W	748.167
YAL028W	77.479
YAL029C	246.249
YAL030W	191.65
YAL031C	243.513
YAL031W-A	200.314
YAL032C	365.478
YAL033W	655.146
YAL034C	389.233
YAL034C-B	156.449
YAL034W-A	498.854
YAL035W	136.759
YAL036C	481.738
YAL037C-A	732.273
YAL037C-B	839.107
YAL037W	232.626
