Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	667.206
ICR1	417.099
LSR1	322.357
NME1	121.349
PWR1	253.136
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	581.888
R0020C	1224.42
R0030W	1715.29
R0040C	448.835
RDN18-1	1087.58
RDN18-2	1096.63
RDN25-1	1578.35
RDN25-2	1683.08
RDN37-1	757.004
RDN37-2	766.601
RDN5-1	978.677
RDN5-2	589.143
RDN5-3	565.486
RDN5-4	559.572
RDN5-5	589.143
RDN5-6	978.677
RDN58-1	1676.85
RDN58-2	2141.75
RNA170	178.518
RPM1	0
RPR1	167.811
RUF20	331.238
RUF21	0.552866
RUF22	0.446808
RUF23	111.837
RUF5-1	8779.75
RUF5-2	8769.92
SCR1	319.002
SRG1	337.418
TLC1	440.072
YAL001C	309.402
YAL002W	156.426
YAL003W	773.09
YAL004W	1655.12
YAL005C	2751.18
YAL007C	86.422
YAL008W	254.313
YAL009W	637.377
YAL010C	289.588
YAL011W	222.767
YAL012W	838.098
YAL013W	543.873
YAL014C	907.351
YAL015C	381.314
YAL016C-A	161.533
YAL016C-B	631.571
YAL016W	167.212
YAL017W	358.454
YAL018C	485.219
YAL019W	989.688
YAL019W-A	104.712
YAL020C	288.354
YAL021C	413.257
YAL022C	522.532
YAL023C	611.985
YAL024C	505.278
YAL025C	432.591
YAL026C	168.381
YAL026C-A	458.296
YAL027W	960.554
YAL028W	214.289
YAL029C	153.314
YAL030W	392.171
YAL031C	208.759
YAL031W-A	232.336
YAL032C	535.047
YAL033W	506.907
YAL034C	979.736
YAL034C-B	110.389
YAL034W-A	20.676
YAL035W	109.545
YAL036C	463.699
YAL037C-A	956.829
YAL037C-B	1184.82
