Reaction	Flux
R_CITtcp	9.943046469507166e-09
R_13BGH	0.02995326340498148
R_13BGHe	2.9409345196050626e-09
R_13GS	0.036409151346266655
R_16GS	7.125170199358567e-21
R_23CAPPD	0.0
R_2DDA7Ptm	-0.05158066426186403
R_2DHPtm	0.0005076184647782034
R_2DOXG6PP	0.0
R_2HBO	-0.0018292726503887913
R_2HBt2	-0.0018292726503887913
R_2HMHMBQMTm	1.975506527378391e-16
R_2HP6MPMOm	1.9703947322603574e-16
R_2HPMBQMTm	1.9697202370007142e-16
R_2HPMMBQMOm	1.9725618371098548e-16
R_2MBACt	0.017294811214408904
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	0.00032008654876714004
R_2MBALDtm	0.005028653003298689
R_2MBTOHt	0.1595671443727137
R_ACACT6p	1.5980469299916095e-07
R_2MBTOHtm	-0.005028653003298689
R_ACACT7p	1.7978340482560007e-07
R_2MPPALt	0.0005403942447216314
R_ACACT8p	1.997402816398927e-07
R_ACACT9p	1.9902904778968224e-08
R_ACALDCD	0.17919341632829464
R_ACALDt	-0.03661949410918408
R_ACALDtm	-0.11059478765455122
R_ACCOAC	0.002198381509087355
R_ACCOACrm	8.84075455065414e-08
R_AGAT_SC	0.0017517232598131477
R_AGPRim	0.1327628726734738
R_AGTi	0.00297469452347813
R_AHCYStm	-5.551115123125783e-16
R_ACCOAtn	0.020749038356337346
R_2MPPALtm	0.006366414000688825
R_ACESt	0.029977980410689536
R_ACGAM6PS	0.0
R_AHCi	0.01317580020750636
R_AHMMPS	9.879114583853883e-09
R_AHSERL	7.672914001249016e-20
R_AHSERL2	0.009169968506067515
R_ACGAMPM	0.0
R_ACGKm	0.1327628726734738
R_2OBUTtm	0.17316989201371524
R_ACGSm	0.0
R_2OXOADPtim	0.001984654672249418
R_ACHBSm	0.17866165547488486
R_ACHLE1	0.00395219434685112
R_2PHETOHt	-0.06917345676391351
R_ACHLE2	0.0023562123433052504
R_ACHLE3	0.0015419890849800522
R_ACLSm	0.26809934788190937
R_2PHETOHtm	0.0023422851575298775
R_ACOAHim	0.0003066829099795836
R_34HPLFM	9.955400974002533e-09
R_ACOAO4p	1.398081287465481e-07
R_AICART	0.003512906424623985
R_AIRCr	0.0005640990923755362
R_AKGDam	0.00048448835925696265
R_AKGDbm	0.00048448835925693024
R_ACOAO5p	1.4980644051687729e-07
R_ACOAO6p	1.598046740115368e-07
R_ACOAO7p	1.7978338620965115e-07
R_ACOAO8p	1.9974026354521686e-07
R_ACOAO9p	1.990288685860394e-08
R_AKGMAL	-7.104005796232382e-05
R_AKGt2n	0.0
R_AKGt2r	-7.128380678267376e-05
R_34HPPOR	7.488560014069455e-20
R_AKGtp	9.40564870433036e-09
R_AKP1	0.0
R_ALASm	9.496909308968606e-09
R_ALATA_L	-0.43438808680177043
R_ALATA_Lm	-0.018981173488439862
R_ACOATA	5.551115123125783e-17
R_ACOATAm	-5.551115123125783e-17
R_ACON3MT	0.0
R_ALATRS	4.4139125680246796e-21
R_34HPPt2m	0.006445677318527299
R_ALAt2r	-0.45160381593444665
R_ALAtmi	0.018981173488439834
R_ACONT	0.09404474268672902
R_ACONT3m	0.002709268956854638
R_ACONTm	0.01915462365532239
R_ACOTAim	0.1327628726734738
R_ALCD19y	6.494879661367028e-09
R_ALCD22xi	0.1711408839708153
R_ALCD22xim	0.005028653003298675
R_34HPPt2p	1.9217822888606406e-08
R_ALCD22yi	0.0006924186130086242
R_ALCD23xi	0.21706994263147422
R_ALCD23xim	0.006366414000688801
R_ALCD23yi	0.0006327582405865563
R_ALCD24xi	0.03608516690986534
R_ALCD24xim	0.0010661108805113124
R_ACP1e	9.778194018641311e-09
R_ACPSm	0.004076783963316123
R_ACRNtm	0.047791546852437736
R_ACRNtp	7.188492695222917e-07
R_ACS	0.19531002306201625
R_ACSm	0.030714989184214912
R_ACSp	0.0
R_ACt2r	-0.21737008401150604
R_ALCD24yi	0.0001051819246756112
R_ALCD25xi	0.07942009169408044
R_ALCD25xim	0.002342285157529871
R_ALCD25yi	0.00023150459396449277
R_ACtm	0.013993448402418784
R_3C3HMPt	-4.098920869388678e-09
R_ACtp	-9.998561534274586e-09
R_ACtr	0.2077027333176329
R_ADA	0.0048851077567148415
R_ADCL	0.0015990224917001089
R_ALCD26xi	0.8509441908969619
R_ALCD26xim	0.024344879229714633
R_ALCD2x_copy1	1.6696505490623297
R_ALCD2ir	2.294512686341732
R_ALCD2irm	0.09417992978273472
R_ADCS	0.0015990224917001089
R_3C3HMPtm	-0.036808873783629514
R_ADD	0.004917785324683859
R_ADEt2	9.902067777969737e-09
R_ADEtm	0.0
R_ADHAPR_SC	0.001674654215339429
R_ADK1	0.18634326892325892
R_ADK1m	-0.0026439308388484517
R_ADK3	0.08372024916054766
R_ALCD2x_copy2	0.05250924474080704
R_ALDD19xr	0.0
R_ALDD20xm	0.0
R_ALDD20y	1.5087436877276445e-08
R_ALDD20ym	0.0
R_ALDD22x	0.0016818760420170724
R_ALDD2xm	0.0007228362761066805
R_ALDD2y	0.18467410792106093
