Reaction	Flux
R_CITtcp	9.935376558793674e-09
R_13BGH	0.0157896123575633
R_13BGHe	6.61370807618984e-09
R_13GS	0.0207427041990717
R_16GS	4.702926706373888e-21
R_23CAPPD	0.0
R_2DDA7Ptm	-0.02790292254084048
R_2DHPtm	0.0009120933627998484
R_2DOXG6PP	0.0
R_2HBO	-0.0011145635899688644
R_2HBt2	-0.0011145635899688644
R_2HMHMBQMTm	1.6916715406908475e-17
R_2HP6MPMOm	0.0
R_2HPMBQMTm	0.0
R_2HPMMBQMOm	6.58386117071517e-18
R_2MBACt	0.015466097913804041
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	0.00013547314215744954
R_2MBALDtm	0.004921309542183505
R_2MBTOHt	0.14023241345926152
R_ACACT6p	1.597981588583098e-07
R_2MBTOHtm	-0.004921309542183505
R_ACACT7p	1.7977624811979863e-07
R_2MPPALt	0.000346524449158947
R_ACACT8p	1.99731484088482e-07
R_ACACT9p	1.9896302235243233e-08
R_ACALDCD	0.255890110342316
R_ACALDt	-0.0442323778222774
R_ACALDtm	-0.2477821592854691
R_ACCOAC	0.003324314602328071
R_ACCOACrm	8.760972525223565e-08
R_AGAT_SC	0.0029356962830443165
R_AGPRim	0.0880188636222691
R_AGTi	0.015574641726216632
R_AHCYStm	1.1102230246251565e-16
R_ACCOAtn	0.024500356312132654
R_2MPPALtm	0.007519629062469502
R_ACESt	0.0334975562469709
R_ACGAM6PS	0.0
R_AHCi	0.02619539978058362
R_AHMMPS	9.801483106713515e-09
R_AHSERL	0.0
R_AHSERL2	0.023521451978594583
R_ACGAMPM	2.7755575615628914e-17
R_ACGKm	0.08801886362226911
R_2OBUTtm	0.1514407316824088
R_ACGSm	0.0
R_2OXOADPtim	0.0029471594381139765
R_ACHBSm	0.15682110794939122
R_ACHLE1	0.002400147711802123
R_2PHETOHt	-0.056273142160823575
R_ACHLE2	0.0014172071528928255
R_ACHLE3	0.0007974802239673566
R_ACLSm	0.2947651187995236
R_2PHETOHtm	0.00214267935775192
R_ACOAHim	0.00022932917016739546
R_34HPLFM	9.958162233596269e-09
R_ACOAO4p	1.3980122269373476e-07
R_AICART	0.0035150096429390487
R_AIRCr	0.0004493958468867465
R_AKGDam	0.004329770249195258
R_AKGDbm	0.004329770249195271
R_ACOAO5p	1.4979972128205363e-07
R_ACOAO6p	1.5979815802144124e-07
R_ACOAO7p	1.7977624730503904e-07
R_ACOAO8p	1.9973148330066836e-07
R_ACOAO9p	1.98963014605357e-08
R_AKGMAL	-0.00013946229009698108
R_AKGt2n	0.0
R_AKGt2r	-0.00013980227659049493
R_34HPPOR	2.5452394521918667e-19
R_AKGtp	8.815726371125265e-09
R_AKP1	0.0
R_ALASm	9.556437218287314e-09
R_ALATA_L	-0.5271445406033314
R_ALATA_Lm	-0.025645417848083107
R_ACOATA	0.0
R_ACOATAm	0.0
R_ACON3MT	0.0
R_ALATRS	2.2970417694560303e-21
R_34HPPt2m	0.0009713376028878118
R_ALAt2r	-0.5517924408298978
R_ALAtmi	0.02564541784808306
R_ACONT	0.06842842372408175
R_ACONT3m	0.0014665205794165415
R_ACONTm	0.04134847478772974
R_ACOTAim	0.0880188636222691
R_ALCD19y	4.136533672246106e-09
R_ALCD22xi	0.14999364856225478
R_ALCD22xim	0.004921309542183518
R_34HPPt2p	1.9359443603761406e-08
R_ALCD22yi	0.0007835532686272679
R_ALCD23xi	0.23005917461875552
R_ALCD23xim	0.00751962906246945
R_ALCD23yi	0.0009444502594076924
R_ALCD24xi	0.044990731017183226
R_ALCD24xim	0.0014835903177778157
R_ACP1e	9.796490154953553e-09
R_ACPSm	0.0036239918800026684
R_ACRNtm	0.04508274608963285
R_ACRNtp	7.186915818434406e-07
R_ACS	0.2079687261888673
R_ACSm	0.048121404151468546
R_ACSp	0.0
R_ACt2r	0.009368314683295242
R_ALCD24yi	0.00018469216200444043
R_ALCD25xi	0.06504058410179492
R_ALCD25xim	0.00214267935775197
R_ALCD25yi	0.0002670024572499644
R_ACtm	-0.07722100468062876
R_3C3HMPt	1.8320663319748576e-08
R_ACtp	-9.998693317747609e-09
R_ACtr	-0.051024084258339875
R_ADA	0.004856513890489478
R_ADCL	0.000744168804812704
R_ALCD26xi	0.9144169689499578
R_ALCD26xim	0.028965068795914463
R_ALCD2x_copy1	1.8656990898132122
R_ALCD2ir	2.6671909188313343
R_ALCD2irm	0.12266907962353928
R_ADCS	0.000744168804812704
R_3C3HMPtm	-0.04512635110571461
R_ADD	0.0050745929774721225
R_ADEt2	9.908633321868308e-09
R_ADEtm	0.0
R_ADHAPR_SC	0.0027746688163069943
R_ADK1	0.3147395385535344
R_ADK1m	0.013129703989386288
R_ADK3	0.05378701746143655
R_ALCD2x_copy2	0.00966632178905441
R_ALDD19xr	9.513003754969084e-21
R_ALDD20xm	0.0
R_ALDD20y	3.5453011760844087e-09
R_ALDD20ym	5.431305965102875e-09
R_ALDD22x	0.006131072815026275
R_ALDD2xm	0.0008377657141194502
R_ALDD2y	0.13230539291202667
R_ALDD2ym	0.12427531394781038
R_ADK3m	0.0349917195836662
R_ADK4	0.13507460835433616
R_ADK4m	0.0
R_ADMDC	0.007223428971233968
R_ADNCYC	0.0030458667698316393
R_ADNK1	0.08388721921184149
R_ADNUC	0.03126064685277377
R_ALLTAHr	1.952054093368183e-08
R_ALLTN	9.743403611706114e-09
