Reaction	Flux
R_CITtcp	9.946825634855883e-09
R_13BGH	0.0196413034895661
R_13BGHe	5.336275094465722e-09
R_13GS	0.026377292759165512
R_16GS	1.627566031496298e-20
R_23CAPPD	0.0
R_2DDA7Ptm	-0.030418216496573947
R_2DHPtm	0.0005801200315231902
R_2DOXG6PP	0.0
R_2HBO	-0.003350984466550244
R_2HBt2	-0.003350984466550244
R_2HMHMBQMTm	1.249030334245286e-16
R_2HP6MPMOm	1.2508319056050517e-16
R_2HPMBQMTm	1.2502165361916077e-16
R_2HPMMBQMOm	1.2497704214226043e-16
R_2MBACt	0.014542084680914443
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	0.00010504706891723004
R_2MBALDtm	0.0028289734604263206
R_2MBTOHt	0.1212420639119961
R_ACACT6p	1.5981481483225653e-07
R_2MBTOHtm	-0.0028289734604263206
R_ACACT7p	1.7979345254290524e-07
R_2MPPALt	0.00022278279284027036
R_ACACT8p	1.9975009851056074e-07
R_ACACT9p	1.9901924936830127e-08
R_ACALDCD	0.17551859275277948
R_ACALDt	-0.036936501884327066
R_ACALDtm	-0.17504327352971238
R_ACCOAC	0.0028195182130638097
R_ACCOACrm	8.783114946453452e-08
R_AGAT_SC	0.0024417710097704164
R_AGPRim	0.08215752482693772
R_AGTi	0.007676119290114346
R_AHCYStm	-3.3306690738754696e-16
R_ACCOAtn	0.01972650004935983
R_2MPPALtm	0.003985192935616055
R_ACESt	0.03177930075354758
R_ACGAM6PS	8.326672684688674e-17
R_AHCi	0.01465128348758737
R_AHMMPS	9.85704449314724e-09
R_AHSERL	8.49961657758383e-21
R_AHSERL2	0.01956525799349673
R_ACGAMPM	8.326672684688674e-17
R_ACGKm	0.08215752482693772
R_2OBUTtm	0.1318500078624848
R_ACGSm	3.652543782653168e-18
R_2OXOADPtim	0.002186100289437237
R_ACHBSm	0.13727005240098486
R_ACHLE1	0.0028178052798954354
R_2PHETOHt	-0.05612939661053051
R_ACHLE2	0.0016372539207224108
R_ACHLE3	0.000890387544735574
R_ACLSm	0.23044129537530672
R_2PHETOHtm	0.0014040865007300951
R_ACOAHim	0.0002960853482385677
R_34HPLFM	9.956624406838898e-09
R_ACOAO4p	1.3981815831754183e-07
R_AICART	0.00398460322331462
R_AIRCr	0.0005893068902567133
R_AKGDam	0.0007166823091778185
R_AKGDbm	0.0007166823091778365
R_ACOAO5p	1.4981652086335668e-07
R_ACOAO6p	1.5981480781313725e-07
R_ACOAO7p	1.7979344570571384e-07
R_ACOAO8p	1.9975009163764837e-07
R_ACOAO9p	1.9901918069783238e-08
R_AKGMAL	-0.0001225769672515975
R_AKGt2n	0.0
R_AKGt2r	-0.00012422570152770263
R_34HPPOR	6.482557801696035e-19
R_AKGtp	9.082889773637248e-09
R_AKP1	0.0
R_ALASm	9.716443684850003e-09
R_ALATA_L	-0.44186024037289473
R_ALATA_Lm	-0.04363928467909747
R_ACOATA	0.0
R_ACOATAm	-5.551115123125783e-17
R_ACON3MT	0.0
R_ALATRS	8.606314395036297e-21
R_34HPPt2m	0.007065364152008202
R_ALAt2r	-0.48129833513234566
R_ALAtmi	0.04363928467909749
R_ACONT	0.06012652244997585
R_ACONT3m	0.0023415080462130256
R_ACONTm	0.02952982195951126
R_ACOTAim	0.08215752482693772
R_ALCD19y	5.762714845926576e-09
R_ALCD22xi	0.13212730041294068
R_ALCD22xim	0.0028289734604262486
R_34HPPt2p	1.920403835953266e-08
R_ALCD22yi	0.0008278747195436579
R_ALCD23xi	0.18643868912806652
R_ALCD23xim	0.003985192935616049
R_ALCD23yi	0.0010176744964232073
R_ALCD24xi	0.031240881856618018
R_ALCD24xim	0.0006709744997622202
R_ACP1e	9.788225993489649e-09
R_ACPSm	0.0014068737667271283
R_ACRNtm	0.03524511697326146
R_ACRNtp	7.187636046488105e-07
R_ACS	0.1732153816148277
R_ACSm	0.05927104040482297
R_ACSp	0.0
R_ACt2r	-0.1623712050147239
R_ALCD24yi	0.00017052196696890542
R_ALCD25xi	0.06544361615303476
R_ALCD25xim	0.0014040865007301775
R_ALCD25yi	0.00035721875981568576
R_ACtm	-0.036468447596920806
R_3C3HMPt	3.0139236661952395e-09
R_ACtp	-9.99860683137399e-09
R_ACtr	0.13861011683278002
R_ADA	0.0008279158560089714
R_ADCL	0.00041715367097778925
R_ALCD26xi	0.8488101040187422
R_ALCD26xim	0.01778650799214773
R_ALCD2x_copy1	1.9121986190416644
R_ALCD2ir	2.7267900357449064
R_ALCD2irm	0.07959987087620717
R_ADCS	0.0004171536709777893
R_3C3HMPtm	-0.033081544889886794
R_ADD	0.0008516819769472235
R_ADEt2	9.894281800421083e-09
R_ADEtm	0.0
R_ADHAPR_SC	0.002319638886502165
R_ADK1	0.1626261628799477
R_ADK1m	0.03112919387691604
R_ADK3	0.07837898196648152
R_ALCD2x_copy2	0.048977506486188344
R_ALDD19xr	2.926490510198208e-20
R_ALDD20xm	0.0
R_ALDD20y	5.528537889124886e-09
R_ALDD20ym	3.5875708036749522e-09
R_ALDD22x	0.002424021114281541
R_ALDD2xm	0.0004363556475054558
R_ALDD2y	0.1277049981590057
R_ALDD2ym	0.09500704700599974
R_ADK3m	0.02814186570691124
R_ADK4	0.10749581869466784
R_ADK4m	0.0
R_ADMDC	0.004672877182307671
R_ADNCYC	0.0018426397873698237
R_ADNK1	0.07126455341016945
R_ADNUC	0.005764457089051529
R_ALLTAHr	1.9648129345739562e-08
R_ALLTN	9.81044490089289e-09
R_ALLTNti	9.810444972392221e-09
R_ALLTTti	9.837684179740377e-09
R_ADNt2	9.909908752812519e-09
R_3C4MOPtm	0.0
R_ADPT	0.00015517281466634716
R_ADSK	0.1064767685908265
R_ALPHNH	0.0
R_AMAOTr	0.0
R_ADSL1r	0.012741311032351266
R_AMETt2	9.939292735466291e-09
R_3DH5HPBMTm	1.2507135050620125e-16
R_AMETtm	4.440892098500626e-16
R_AMID	2.4050273295455437e-21
R_AMID2	0.0
R_AMID3	1.288487474612204e-21
R_ADSL2r	0.0005893068902567133
R_ADSS	0.012741311032351236
R_AMPN	0.03934027667064281
R_AMPDA	0.0065187927730684875
R_3DH5HPBtm	1.1102230246251565e-16
R_AMPtn	-1.1102230246251565e-16
R_ANPRT	0.006196613656663255
R_ATPS3v	3.2137939335300016e-18
R_3DSPHR	0.0
R_ATPtm_H	0.11587827656411173
R_ATPtp_H	1.399906095803186e-07
R_ANS	5.836888692773587e-09
R_AOBUTDs	1.4553180843400068e-08
R_AP4AH	0.00013764235665378322
R_APRTO2	0.0017686763753299686
R_ARAB14LO	0.0
R_BACCL	1.8758097317327617e-19
R_3HAO	1.6841492944443566e-06
R_ARAB1D2	3.2252078258410186e-20
R_ARABR	9.79591935499054e-09
R_3HPH5MBDCm	1.2507177950784337e-16
R_ARAB_Dt	0.0
R_ARAB_Lt	9.795919297950206e-09
R_ARGN	5.766838290196431e-05
R_BPNT	0.10788365217845992
