Reaction	Flux
R_CITtcp	9.93371559272413e-09
R_13BGH	0.025139305396621264
R_13BGHe	6.970822513325662e-09
R_13GS	0.030914595123552022
R_16GS	4.4753176749192505e-21
R_23CAPPD	0.0
R_2DDA7Ptm	-0.0609469464893343
R_2DHPtm	0.0034606208891974077
R_2DOXG6PP	0.0
R_2HBO	-0.002711294778519613
R_2HBt2	-0.002711294778519613
R_2HMHMBQMTm	0.0
R_2HP6MPMOm	0.0
R_2HPMBQMTm	0.0
R_2HPMMBQMOm	0.0
R_2MBACt	0.013909166894112346
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	9.085575986222949e-05
R_2MBALDtm	0.0074777921545450265
R_2MBTOHt	0.15697935100639326
R_ACACT6p	1.597901908942371e-07
R_2MBTOHtm	-0.0074777921545450265
R_ACACT7p	1.797673751972187e-07
R_2MPPALt	0.00023285509332082732
R_ACACT8p	1.9972079044564367e-07
R_ACACT9p	1.9895518004501702e-08
R_ACALDCD	0.22561936922611253
R_ACALDt	-0.02662210428449374
R_ACALDtm	-0.17602842001050822
R_ACCOAC	0.0022104533900308976
R_ACCOACrm	8.803763118514496e-08
R_AGAT_SC	0.0018005136266309007
R_AGPRim	0.10822082371187798
R_AGTi	0.0032642744571171824
R_AHCYStm	4.440892098500626e-16
R_ACCOAtn	0.01804707344087564
R_2MPPALtm	0.01143316525767435
R_ACESt	0.0309527957587863
R_ACGAM6PS	-5.551115123125783e-17
R_AHCi	0.023549074023735624
R_AHMMPS	9.886238692435238e-09
R_AHSERL	7.435451730609389e-22
R_AHSERL2	0.041016925586163364
R_ACGAMPM	-2.7755575615628914e-17
R_ACGKm	0.10822082371187798
R_2OBUTtm	0.1667763431244519
R_ACGSm	0.0
R_2OXOADPtim	0.0022336346651509885
R_ACHBSm	0.17225309653235066
R_ACHLE1	0.004935857836840143
R_2PHETOHt	-0.0755273005698025
R_ACHLE2	0.0028839259936234984
R_ACHLE3	0.0016345366539923252
R_ACLSm	0.29961808966742354
R_2PHETOHtm	0.0038010583820637933
R_ACOAHim	0.001079153013626397
R_34HPLFM	9.95793083622966e-09
R_ACOAO4p	1.3979356846041358e-07
R_AICART	0.005982308133861025
R_AIRCr	0.000529566129441772
R_AKGDam	0.00026006031721720335
R_AKGDbm	0.0002600603172172036
R_ACOAO5p	1.4979191514734745e-07
