Reaction	Flux
R_CITtcp	9.943688030530223e-09
R_13BGH	0.02493216560983029
R_13BGHe	4.9443914461239435e-09
R_13GS	0.03128901052631417
R_16GS	1.0046098955728756e-20
R_23CAPPD	0.0
R_2DDA7Ptm	-0.012091396299074408
R_2DHPtm	0.0006415423972990775
R_2DOXG6PP	0.0
R_2HBO	-0.0009179647761119458
R_2HBt2	-0.0009179647761119458
R_2HMHMBQMTm	0.0
R_2HP6MPMOm	0.0
R_2HPMBQMTm	0.0
R_2HPMMBQMOm	0.0
R_2MBACt	0.017737744693579503
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	0.00015250812553757598
R_2MBALDtm	0.004328985708938804
R_2MBTOHt	0.13799773182607167
R_ACACT6p	1.5981001194143277e-07
R_2MBTOHtm	-0.004328985708938804
R_ACACT7p	1.7978839755299116e-07
R_2MPPALt	0.00042084371239459184
R_ACACT8p	1.9974438717503385e-07
R_ACACT9p	1.9899283243152536e-08
R_ACALDCD	0.33109341244093343
R_ACALDt	-0.04620466571884718
R_ACALDtm	-0.18383196373733168
R_ACCOAC	0.0028170670567915224
R_ACCOACrm	8.812720922457551e-08
R_AGAT_SC	0.0024487389511389087
R_AGPRim	0.08476255396589863
R_AGTi	0.003062257324105028
R_AHCYStm	5.551115123125783e-16
R_ACCOAtn	0.02181771830698298
R_2MPPALtm	0.006828214367077923
R_ACESt	0.03817237609574258
R_ACGAM6PS	2.220446049250313e-16
R_AHCi	0.01936673761022878
R_AHMMPS	9.87902681402784e-09
R_AHSERL	7.656980822201498e-21
R_AHSERL2	0.02404768277677446
R_ACGAMPM	5.551115123125783e-17
R_ACGKm	0.08476255396589863
R_2OBUTtm	0.15588725249369306
R_ACGSm	0.0
R_2OXOADPtim	0.004036226752609854
R_ACHBSm	0.15710051052274895
R_ACHLE1	0.0036975210243678485
R_2PHETOHt	-0.025546564775590475
R_ACHLE2	0.002023387989160268
R_ACHLE3	0.0011684185343142437
R_ACLSm	0.28728946188142906
R_2PHETOHtm	0.000989290795904929
R_ACOAHim	0.0002911614583180586
R_34HPLFM	9.957459282471517e-09
R_ACOAO4p	1.3981321132461406e-07
R_AICART	0.004482959931197628
R_AIRCr	0.0005577157172063085
R_AKGDam	0.0010116014677045149
R_AKGDbm	0.0010116014677045441
R_ACOAO5p	1.4981164298529428e-07
R_ACOAO6p	1.5981000632871066e-07
R_ACOAO7p	1.7978839206622118e-07
R_ACOAO8p	1.9974438174615762e-07
R_ACOAO9p	1.9899277768750593e-08
R_AKGMAL	-8.177709123224908e-05
R_AKGt2n	0.0
R_AKGt2r	-8.204081214058245e-05
R_34HPPOR	5.0419492039888595e-19
R_AKGtp	9.192802297164349e-09
R_AKP1	0.0
R_ALASm	9.493635136627255e-09
R_ALATA_L	-0.49636239933398396
R_ALATA_Lm	-0.016813363866878372
R_ACOATA	0.0
R_ACOATAm	-5.551115123125783e-17
R_ACON3MT	0.0
R_ALATRS	4.172537564366492e-21
R_34HPPt2m	0.00024546340746633977
R_ALAt2r	-0.5142788906620739
R_ALAtmi	0.01681336386687838
R_ACONT	0.061619657901308855
R_ACONT3m	0.0008628939373631628
R_ACONTm	0.04113071578199978
R_ACOTAim	0.08476255396589863
R_ALCD19y	5.2821955772452565e-09
R_ALCD22xi	0.15019985559932236
R_ALCD22xim	0.004328985708938832
R_34HPPt2p	1.9273809659381413e-08
R_ALCD22yi	0.00120663521139002
R_ALCD23xi	0.23779457850843655
R_ALCD23xim	0.006828214367077937
R_ALCD23yi	0.0016326305893568937
R_ALCD24xi	0.033039825095606094
R_ALCD24xim	0.000957031712688123
R_ACP1e	9.790499005499723e-09
R_ACPSm	0.002901498801087963
R_ACRNtm	0.03195437618743962
R_ACRNtp	7.187758219758067e-07
R_ACS	0.19810469692457822
R_ACSm	0.06429828521871177
R_ACSp	0.0
R_ACt2r	-0.004509943782539775
R_ALCD24yi	0.00022683572323849296
R_ALCD25xi	0.034155140400241896
R_ALCD25xim	0.0009892907959049317
R_ALCD25yi	0.00023449319884433776
R_ACtm	-0.012640119245358128
R_3C3HMPt	7.426015802280972e-09
R_ACtp	-9.99865190642879e-09
R_ACtr	-0.012895166732150187
R_ADA	0.008346262994334103
R_ADCL	0.00030876887570277365
R_ALCD26xi	0.8841654208953371
R_ALCD26xim	0.024722926120272642
R_ALCD2x_copy1	1.832093276935911
R_ALCD2ir	2.684915811797604
R_ALCD2irm	0.10718472073157986
R_ADCS	0.00030876887570277365
R_3C3HMPtm	-0.03499796365859964
R_ADD	0.008657023988883402
R_ADEt2	9.894734938629459e-09
R_ADEtm	0.0
R_ADHAPR_SC	0.0023105144816715616
R_ADK1	0.2130957417230711
R_ADK1m	-0.06682383563749561
R_ADK3	0.050871354351424425
R_ALCD2x_copy2	0.06160056321469576
R_ALDD19xr	2.2384159070375967e-20
R_ALDD20xm	0.0
R_ALDD20y	8.222483056067719e-09
R_ALDD20ym	7.84532805351084e-10
R_ALDD22x	0.0025623117625320126
R_ALDD2xm	0.0007071816461173035
R_ALDD2y	0.16020076504124434
R_ALDD2ym	0.07594006135963458
R_ADK3m	0.1311221401802285
R_ADK4	0.13295682938470132
R_ADK4m	0.0
R_ADMDC	0.0054146645039045045
R_ADNCYC	0.0029782804932136364
R_ADNK1	0.06825106679737959
R_ADNUC	0.02421022104725908
R_ALLTAHr	1.9660778116659117e-08
R_ALLTN	9.8163694950415e-09
R_ALLTNti	9.816369552537694e-09
R_ALLTTti	9.8444087029024e-09
R_ADNt2	9.908964111461952e-09
R_3C4MOPtm	0.0
R_ADPT	0.00033939558503077283
R_ADSK	0.1158031256972059
R_ALPHNH	3.145918178688008e-08
R_AMAOTr	0.0
R_ADSL1r	0.035575048199091186
R_AMETt2	9.93587560788075e-09
R_3DH5HPBMTm	0.0
R_AMETtm	-6.661338147750939e-16
R_AMID	1.932136423948537e-21
R_AMID2	0.0
R_AMID3	1.5901258568448344e-21
R_ADSL2r	0.000557715717206142
R_ADSS	0.035575048199091186
R_AMPN	0.05256391910168767
R_AMPDA	0.005803292264843361
R_3DH5HPBtm	-2.220446049250313e-16
R_AMPtn	0.0
R_ANPRT	0.006732684354538017
R_ATPS3v	0.0
R_3DSPHR	0.0
R_ATPtm_H	0.1193078601492371
R_ATPtp_H	1.3999952372455053e-07
R_ANS	0.0
R_AOBUTDs	1.4601652618427801e-08
R_AP4AH	0.001360072533157508
R_APRTO2	0.0018829059497023626
R_ARAB14LO	0.0
R_BACCL	1.4189284494019413e-19
R_3HAO	2.7693267594593723e-06
R_ARAB1D2	2.6788956895357428e-20
R_ARABR	9.800238165408349e-09
R_3HPH5MBDCm	0.0
R_ARAB_Dt	0.0
R_ARAB_Lt	9.800238065515998e-09
R_ARGN	3.803705412496496e-05
R_BPNT	0.11870463430082911
R_BTDD_RR	-0.49387208633526847
R_BTDt_RR	0.49387208633526836
R_3IPM3MT	2.87774536679023e-21
R_BTNt2i	6.43662147532832e-17
R_BTSr	0.0
R_C14STR	2.2123202098858114e-05
R_C22STDS	1.673650315769555e-07
R_C22STDSx	1.3622348197800983e-05
R_C24STRer	1.3779907827463382e-05
R_C3STDH1	2.212320209885767e-05
R_ARGSL	0.0009382259455104069
R_ARGSS	0.0009382259455104069
R_ARGTRS	3.3571765045477283e-20
R_ARGTRSm	3.388069970683437e-20
R_ARGt2m	0.0
R_ARGt2r	9.362120856337697e-09
R_ARGt6	5.770263243109783e-20
R_ARMT	2.141188241123238e-22
R_ASAD	-0.18719228331400153
R_C3STDH2	2.2123202098856718e-05
R_C3STKR1	2.2123202098857392e-05
R_C3STKR2	2.212320209885632e-05
R_ASNN	0.0001376349490687444
R_C4STMO1	2.212320209885798e-05
R_ASNNe	0.0006055052892080594
R_C4STMO2	2.212320209885714e-05
R_ASNS1	0.0013132107166600729
R_3MBALDt	5.694385243781852e-06
R_ASNTRS	1.4600189080725222e-20
R_ASNTRSm	1.4909060865752736e-20
R_C5STDS	1.3789713229378145e-05
R_C8STI	1.3770140493283879e-05
R_ASNt2m	0.0
R_ASNt2r	-0.000605879673119869
R_3MBALDtm	0.0009570317126881278
R_ASNt6	0.020558100239088897
R_ASNt7	0.020558100239088897
R_CAT	0.003752233342239421
R_CATp	8.792986621937112e-07
R_ASPCT	0.006392889745841132
R_3MOBDC	0.2466762671772659
R_ASPGLU2m	0.0010072697777112683
R_ASPGLUtp	-7.508856869620217e-10
R_ASPK	0.18719228331400153
R_ASPOcm	1.156734469366718e-08
R_CBASPtn	0.0
R_CBPS	0.007331115691351578
R_CBPtn	0.0
R_CCP2m	1.9450961747609872e-08
R_CDPDGPm_SC	-9.929455424551037e-09
R_ASPTA	-0.39227766750422566
R_ASPTAm	0.15911709392653173
R_3MOBtm	-0.3148431699193335
R_ASPTAp	-7.508856314508705e-10
R_ASPTRS	7.550475861721835e-21
R_ASPTRSm	7.878767063425485e-21
R_CDPtn	-8.20694323611093e-09
R_CER1_24ter	8.753975322406404e-11
R_CER1_26ter	3.888492861037207e-10
R_CER2_24ter	-8.728950895431353e-11
R_CER2_26ter	-3.897210332226564e-10
R_ASPt2m	0.160124363704243
R_ASPt2n	-0.04663877733074573
R_CERASE124er	2.3311759331105657
R_3MOPDC	0.1558879846451888
R_CERASE126er	2.3311759332614073
R_ASPt2r	0.0003376910519530263
R_ASPt5n	-0.04663877733074573
R_ASPt7	0.0
R_CERASE224er	2.738103048345485
R_CERASE226er	2.738103048194457
R_ATHRDHr	9.641003995142228e-09
R_3MOPt	-2.6614662700374936e-06
R_ATP2tp_H	0.0
R_ATPATF1	0.0013600725331574485
R_ATPATF2	3.5211372085240414e-19
R_ATPATF3	4.1976497545798634e-19
R_ATPH1	2.0438466397368345e-06
R_ATPM	0.00142431749281473
R_CERH124_copy1	7.1223950466496325e-09
R_CERH126_copy1	7.1223950551352524e-09
R_CERS124	7.744565578498472e-10
R_CERS124er	2.331175933023037
R_CERS126	0.0
R_CERS126er	2.331175932872195
R_CERS224	9.194596542820178e-09
R_CERS224er	2.738103048432862
R_ATPPRT	0.003925244213991461
R_ATPS	0.0015306420991181727
R_ATPS3g	1.3247369669071474e-19
R_ATPS3m	0.2702917829253563
R_CERS226	0.0
R_CERS226er	2.7381030485838913
R_CERH124_copy2	0.0
R_CERH126_copy2	0.0
R_CITtbm	-0.012091396299074297
R_3MOPtm	-0.03248934389124192
R_CITtcm	0.04084666948168092
R_CERS324	7.141388122322361e-09
R_CERS326	0.0
R_CHLPCTD	0.03672826517808401
R_CHLSTI	0.0
R_CLPNSm_SC	0.0
R_3OPHB5Hm	0.0
R_CMPN	0.01720188282557534
R_CHLt2	0.0
R_CHOLK	0.03672826517808401
R_CHORM	0.04957537543576433
R_CHORS	0.04988412883362719
R_CHRPL	0.0
R_CO2t	-4.47337509016305
R_CO2tg	0.0
R_CO2tm	-0.8897104457992158
R_CO2tn	-0.12815280709661614
R_CO2tp	9.943688095148673e-09
R_CHTNDA	1.881024355604205e-20
R_CHTNS	3.4627442106910313e-20
R_CITt2r	-3.48777107195275e-09
R_CO2tv	-4.43887775147811e-06
R_COAHLp	0.0
R_3OPHB_5tm	1.1102230246251565e-16
R_COAtim	0.005009426559529893
R_CITtam	-0.09037476504992625
R_CITtap	1.894197505514228e-07
R_COAtn	-0.02181771830698631
R_4ABUTNtm	0.0
R_COUCOAFm	9.95745928105601e-09
R_CPPPGO	4.677564040810823e-17
R_4ABUTtm	0.0
R_CRNCARtm	0.002368041349013959
R_CRNCARtp	0.0
R_DCTPD	0.13954510608343387
R_DCYTD	0.06921531670432224
