Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	380.763
ICR1	565.753
LSR1	201.252
NME1	358.192
PWR1	238.381
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	673.79
R0020C	1101.57
R0030W	1130.98
R0040C	736.837
RDN18-1	907.964
RDN18-2	914.346
RDN25-1	1102.51
RDN25-2	1178.76
RDN37-1	245.884
RDN37-2	250.158
RDN5-1	1280.97
RDN5-2	912.226
RDN5-3	874.997
RDN5-4	912.226
RDN5-5	938.821
RDN5-6	1280.97
RDN58-1	920.028
RDN58-2	1235.44
RNA170	160.305
RPM1	0
RPR1	519.866
RUF20	272.424
RUF21	171.015
RUF22	0.395063
RUF23	0
RUF5-1	1251.42
RUF5-2	1244.46
SCR1	185.458
SRG1	293.375
TLC1	987.051
YAL001C	271.397
YAL002W	137.139
YAL003W	1497.83
YAL004W	763.283
YAL005C	1461.08
YAL007C	177.957
YAL008W	141.324
YAL009W	584.584
YAL010C	274.089
YAL011W	28.268
YAL012W	332.002
YAL013W	58.841
YAL014C	973.969
YAL015C	582.434
YAL016C-A	886.309
YAL016C-B	621.507
YAL016W	108.777
YAL017W	307.689
YAL018C	269.932
YAL019W	145.943
YAL019W-A	130.171
YAL020C	274.484
YAL021C	454.408
YAL022C	564.467
YAL023C	131.675
YAL024C	87.755
YAL025C	507.356
YAL026C	209.319
YAL026C-A	545.769
YAL027W	75.988
YAL028W	8.265
YAL029C	205.445
YAL030W	283.624
YAL031C	294.938
YAL031W-A	444.843
YAL032C	546.233
YAL033W	560.238
YAL034C	481.908
YAL034C-B	207.462
YAL034W-A	449.405
YAL035W	134.965
YAL036C	379.829
YAL037C-A	183.107
YAL037C-B	860.253
YAL037W	221.205
