Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	55.807
ICR1	428.506
LSR1	277.323
NME1	16.594
PWR1	287.199
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	684.537
R0020C	1602.81
R0030W	1912.28
R0040C	603.902
RDN18-1	1293.7
RDN18-2	1302.24
RDN25-1	1804.51
RDN25-2	1926.36
RDN37-1	708.448
RDN37-2	732.174
RDN5-1	1359.02
RDN5-2	817.252
RDN5-3	788.204
RDN5-4	817.252
RDN5-5	828.87
RDN5-6	1359.02
RDN58-1	1351.46
RDN58-2	1762.91
RNA170	436.849
RPM1	0
RPR1	323.817
RUF20	352.984
RUF21	0.798918
RUF22	0
RUF23	0
RUF5-1	3505.95
RUF5-2	3498.95
SCR1	265.333
SRG1	372.486
TLC1	707.111
YAL001C	329.751
YAL002W	143.198
YAL003W	268.531
YAL004W	2017.6
YAL005C	3262.11
YAL007C	805.491
YAL008W	314.234
YAL009W	534.897
YAL010C	252.645
YAL011W	202.489
YAL012W	598.156
YAL013W	484.526
YAL014C	769.535
YAL015C	776.116
YAL016C-A	167.213
YAL016C-B	923.826
YAL016W	167.33
YAL017W	526.655
YAL018C	432.704
YAL019W	638.019
YAL019W-A	123.053
YAL020C	252.445
YAL021C	396.145
YAL022C	449.563
YAL023C	621.501
YAL024C	463.595
YAL025C	560.516
YAL026C	161.448
YAL026C-A	532.627
YAL027W	105.721
YAL028W	210.216
YAL029C	135.194
YAL030W	445.089
YAL031C	213.504
YAL031W-A	306.127
YAL032C	645.516
YAL033W	509.607
YAL034C	103.77
YAL034C-B	164.211
YAL034W-A	316.833
YAL035W	936.211
YAL036C	946.359
YAL037C-A	0
YAL037C-B	374.184
YAL037W	16.075
