Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	736.891
ICR1	440.013
LSR1	377.042
NME1	912.828
PWR1	252.396
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	574.813
R0020C	1340.02
R0030W	1822.19
R0040C	469.863
RDN18-1	1722.82
RDN18-2	1735.08
RDN25-1	2309.34
RDN25-2	2461.4
RDN37-1	537.887
RDN37-2	566.039
RDN5-1	2098.79
RDN5-2	1226.48
RDN5-3	1121.28
RDN5-4	1223.48
RDN5-5	1301.62
RDN5-6	2098.79
RDN58-1	1350.05
RDN58-2	1758.12
RNA170	998.617
RPM1	0
RPR1	420.585
RUF20	308.557
RUF21	24.904
RUF22	0
RUF23	0
RUF5-1	5960.18
RUF5-2	5993.18
SCR1	437.618
SRG1	362.538
TLC1	380.693
YAL001C	299.327
YAL002W	157.252
YAL003W	671.522
YAL004W	1533.8
YAL005C	2484.66
YAL007C	877.713
YAL008W	231.603
YAL009W	686.286
YAL010C	321.336
YAL011W	268.613
YAL012W	974.859
YAL013W	58.627
YAL014C	908.188
YAL015C	399.725
YAL016C-A	149.674
YAL016C-B	447.963
YAL016W	158.153
YAL017W	370.461
YAL018C	467.595
YAL019W	106.857
YAL019W-A	155.042
YAL020C	225.417
YAL021C	483.943
YAL022C	548.592
YAL023C	679.983
YAL024C	681.853
YAL025C	436.812
YAL026C	199.272
YAL026C-A	493.637
YAL027W	994.537
YAL028W	213.396
YAL029C	17.353
YAL030W	400.63
YAL031C	22.733
YAL031W-A	341.375
YAL032C	615.709
YAL033W	547.022
YAL034C	995.094
YAL034C-B	147.698
YAL034W-A	271.702
YAL035W	130.929
YAL036C	445.573
YAL037C-A	0
YAL037C-B	442.516
YAL037W	180.949
