Gene_ID	Expression
15S_rRNA	0
21S_rRNA	0
HRA1	136.698
ICR1	221.552
LSR1	438.271
NME1	201.342
PWR1	126.032
Q0010	0
Q0017	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0297	0
R0010W	259.394
R0020C	635.903
R0030W	587.665
R0040C	643.141
RDN18-1	697.162
RDN18-2	701.831
RDN25-1	1003.95
RDN25-2	1073.28
RDN37-1	547.684
RDN37-2	55.109
RDN5-1	1341.15
RDN5-2	915.33
RDN5-3	927.423
RDN5-4	869.98
RDN5-5	909.283
RDN5-6	1341.15
RDN58-1	941.297
RDN58-2	1294.03
RNA170	270.324
RPM1	0
RPR1	166.983
RUF20	283.148
RUF21	0.274652
RUF22	0
RUF23	0
RUF5-1	3458.77
RUF5-2	3449.1
SCR1	117.278
SRG1	560.164
TLC1	396.755
YAL001C	185.425
YAL002W	178.216
YAL003W	2716.13
YAL004W	312.596
YAL005C	578.21
YAL007C	118.854
YAL008W	857.658
YAL009W	582.842
YAL010C	262.725
YAL011W	258.361
YAL012W	1222.54
YAL013W	523.196
YAL014C	81.08
YAL015C	617.324
YAL016C-A	586.004
YAL016C-B	635.186
YAL016W	74.182
YAL017W	643.216
YAL018C	481.967
YAL019W	638.102
YAL019W-A	142.133
YAL020C	310.508
YAL021C	596.989
YAL022C	688.827
YAL023C	133.587
YAL024C	113.807
YAL025C	808.738
YAL026C	300.673
YAL026C-A	416.752
YAL027W	192.278
YAL028W	349.684
YAL029C	779.176
YAL030W	154.845
YAL031C	14.245
YAL031W-A	200.345
YAL032C	346.897
YAL033W	886.099
YAL034C	394.012
YAL034C-B	865.274
YAL034W-A	210.676
YAL035W	327.007
YAL036C	261.542
YAL037C-A	0
YAL037C-B	1779.07
YAL037W	16.809
