	0
R_CITtcp	9.923438617272934e-09
R_13BGH	0.008548304639157043
R_13BGHe	9.543401691665492e-09
R_13GS	0.008548293298311438
R_16GS	5.146150101589583e-20
R_23CAPPD	0.0
R_2DDA7Ptm	-0.001999155985778267
R_2DHPtm	0.004531737937038982
R_2DOXG6PP	0.0
R_2HBO	-0.00011641114805938102
R_2HBt2	-0.00011641114805938102
R_2HMHMBQMTm	0.0
R_2HP6MPMOm	0.0
R_2HPMBQMTm	0.0
R_2HPMMBQMOm	0.0
R_2MBACt	0.0033689899157645312
R_EX_epistest_SC_e	0.0
R_EX_epist_e	0.0
R_2MBALDt	2.013982365212108e-06
R_2MBALDtm	0.004984844768047614
R_2MBTOHt	0.06067732261040848
R_ACACT6p	1.597870820036785e-07
R_2MBTOHtm	-0.004984844768047614
R_ACACT7p	1.7977011414917705e-07
R_2MPPALt	1.0623791661390491e-05
R_ACACT8p	1.9973070628437026e-07
R_ACACT9p	1.9831284399739043e-08
R_ACALDCD	0.1505260376711504
R_ACALDt	-0.004945502245273681
R_ACALDtm	-0.2091197611029445
R_ACCOAC	0.0016133362694938924
R_ACCOACrm	-1.2909724400600453e-08
R_AGAT_SC	0.001647925936913796
R_AGPRim	0.1236609625453041
R_AGTi	0.045160562524349884
R_AHCYStm	2.220446049250313e-16
R_ACCOAtn	0.005135675527213279
R_2MPPALtm	0.010915431413126453
R_ACESt	0.010965034836004545
R_ACGAM6PS	-5.551115123125783e-17
R_AHCi	0.011509842560939206
R_AHMMPS	0.0
R_AHSERL	0.0
R_AHSERL2	0.0008130869322085795
R_ACGAMPM	-5.551115123125783e-17
R_ACGKm	0.1236609625453041
R_2OBUTtm	0.0682279028481445
R_ACGSm	4.586246056759308e-18
R_2OXOADPtim	0.0011286120814213358
R_ACHBSm	0.06406027672282272
R_ACHLE1	0.008886146320227533
R_2PHETOHt	-0.003607512707226812
R_ACHLE2	0.008126745211777586
R_ACHLE3	0.005448430310156036
R_ACLSm	0.16935259455979154
R_2PHETOHtm	0.0003870709288551488
R_ACOAHim	0.0011119026383086107
R_34HPLFM	9.96140722913355e-09
R_ACOAO4p	1.3979024966679253e-07
R_AICART	0.0007148237155625292
R_AIRCr	1.136043574942458e-05
R_AKGDam	0.023670182076906687
R_AKGDbm	0.02367018207690667
R_ACOAO5p	1.4978870771988527e-07
R_ACOAO6p	1.5978709672790595e-07
R_ACOAO7p	1.7977012975565288e-07
R_ACOAO8p	1.997307227400268e-07
R_ACOAO9p	1.9831311906487702e-08
R_AKGMAL	-5.9252153083777515e-05
R_AKGt2n	0.0
R_AKGt2r	-5.9245939233787404e-05
R_34HPPOR	2.100976293025059e-19
R_AKGtp	9.428548497503186e-09
R_AKP1	0.0
R_ALASm	2.8472531022281738e-09
R_ALATA_L	-0.42304948214411087
R_ALATA_Lm	-0.06238369685694367
R_ACOATA	4.75175454539567e-14
R_ACOATAm	-9.511141874085638e-14
R_ACON3MT	0.0
R_ALATRS	2.1173418442501997e-20
R_34HPPt2m	0.0002837214270285937
R_ALAt2r	-0.45376740832193496
R_ALAtmi	0.06238369685694366
R_ACONT	0.1387548483915897
R_ACONT3m	0.006476272712489295
R_ACONTm	0.01705486107000498
R_ACOTAim	0.1236609625453041
R_ALCD19y	8.169604768939506e-09
R_ALCD22xi	0.058277383555464066
R_ALCD22xim	0.0049848447680476225
R_34HPPt2p	1.917083414237908e-08
R_ALCD22yi	0.0007840842026612882
R_ALCD23xi	0.12863888652290928
R_ALCD23xim	0.010915431413126385
R_ALCD23yi	0.0006095999987208323
R_ALCD24xi	0.021911379006712032
R_ALCD24xim	0.0018821000935999531
R_ACP1e	9.821982087266317e-09
R_ACPSm	0.003451560523528476
R_ACRNtm	0.07479063036953319
R_ACRNtp	7.182533060967721e-07
R_ACS	0.1370068128167735
R_ACSm	0.012676864269688311
R_ACSp	0.0
R_ACt2r	-0.281715751645117
R_ALCD24yi	0.0001038284840282283
R_ALCD25xi	0.004497234631772483
R_ALCD25xim	0.0003870709288551536
R_ALCD25yi	2.1304508769937565e-05
R_ACtm	-0.014334443531451857
R_3C3HMPt	-8.722778832570555e-09
R_ACtp	-9.998661010257592e-09
R_ACtr	0.23779189020584313
R_ADA	0.004007188613172572
R_ADCL	3.9012268132500685e-05
R_ALCD26xi	0.8335581767622918
R_ALCD26xim	0.06568252993246114
R_ALCD2x_copy1	0.854509063724901
R_ALCD2ir	2.1784552041153558
R_ALCD2irm	0.18322035594011285
R_ADCS	3.901226813250074e-05
R_3C3HMPtm	-0.021800803669785984
R_ADD	0.004064999011035241
R_ADEt2	9.913052682150329e-09
R_ADEtm	0.0
R_ADHAPR_SC	0.0015358657418130808
R_ADK1	0.18041342884640188
R_ADK1m	-0.04136279943670679
R_ADK3	0.037152052503050204
R_ALCD2x_copy2	0.09382187215994878
R_ALDD19xr	6.188185765735091e-20
R_ALDD20xm	0.0
R_ALDD20y	1.2536628726320145e-08
R_ALDD20ym	0.0
R_ALDD22x	0.005132185642956095
R_ALDD2xm	0.0011701724496740512
R_ALDD2y	0.13544689273225882
R_ALDD2ym	0.024729232713157575
R_ADK3m	0.05403968299795869
R_ADK4	0.09354234489309254
R_ADK4m	0.0
R_ADMDC	0.005701627758562061
R_ADNCYC	0.0016822938012399128
R_ADNK1	0.07241505021640196
R_ADNUC	0.00813122525207746
R_ALLTAHr	1.967050825002481e-08
R_ALLTN	9.83927855857658e-09
R_ALLTNti	9.839278562886678e-09
R_ALLTTti	9.831229684847394e-09
R_ADNt2	9.939587625576134e-09
R_3C4MOPtm	0.0
R_ADPT	0.00018728754172645605
R_ADSK	0.10238079986379385
R_ALPHNH	0.0
R_AMAOTr	0.0
R_ADSL1r	0.017186025924407655
R_AMETt2	9.961757898326143e-09
R_3DH5HPBMTm	0.0
R_AMETtm	-2.220446049250313e-16
R_AMID	1.2640077576841936e-21
R_AMID2	0.0
R_AMID3	6.1459402828414014e-21
R_ADSL2r	1.1360435749452336e-05
R_ADSS	0.017186025924407638
R_AMPN	0.051909500807830355
R_AMPDA	0.004350404191677473
R_3DH5HPBtm	0.0
R_AMPtn	0.0
R_ANPRT	0.013490208690968869
R_ATPS3v	0.0
R_3DSPHR	0.0
R_ATPtm_H	0.35568623228419927
R_ATPtp_H	1.4010669708183078e-07
R_ANS	0.0
