2micron	0	261
2micron	100	669
2micron	200	964
2micron	300	1564
2micron	400	1496
2micron	500	1454
2micron	600	1468
2micron	700	1450
2micron	800	1273
2micron	900	1223
2micron	1000	1070
2micron	1100	1364
2micron	1200	1885
2micron	1300	2149
2micron	1400	2285
2micron	1500	2021
2micron	1600	743
2micron	1700	1268
2micron	1800	6668
2micron	1900	12158
2micron	2000	14484
2micron	2100	7531
2micron	2200	4427
2micron	2300	4781
2micron	2400	5082
2micron	2500	3963
2micron	2600	2449
2micron	2700	2017
2micron	2800	1418
2micron	2900	1775
2micron	3000	1702
2micron	3100	1180
2micron	3200	1125
2micron	3300	1506
2micron	3400	1662
2micron	3500	1542
2micron	3600	1891
2micron	3700	2221
2micron	3800	1571
2micron	3900	958
2micron	4000	615
2micron	4100	576
2micron	4200	1803
2micron	4300	3861
2micron	4400	4426
2micron	4500	6867
2micron	4600	6539
2micron	4700	7961
2micron	4800	5904
2micron	4900	1443
2micron	5000	771
2micron	5100	2120
2micron	5200	2912
2micron	5300	1973
2micron	5400	1573
2micron	5500	1186
2micron	5600	1227
2micron	5700	1216
2micron	5800	1465
2micron	5900	2382
2micron	6000	2825
2micron	6100	4092
2micron	6200	3327
2micron	6300	657
chrI	0	19
chrI	100	19
chrI	200	38
chrI	300	16
chrI	400	47
chrI	500	10
chrI	600	40
chrI	700	13
chrI	800	30
chrI	900	27
chrI	1100	10
chrI	1200	15
chrI	1300	16
chrI	1400	21
chrI	1500	5
chrI	1600	8
chrI	1700	17
chrI	1800	9
chrI	1900	13
chrI	2000	8
chrI	2100	43
chrI	2200	13
chrI	2400	2
chrI	2500	3
chrI	2600	10
chrI	2700	7
chrI	11700	1
chrI	11800	28
chrI	11900	9
chrI	12000	13
chrI	12100	28
chrI	12200	23
chrI	12300	30
chrI	12400	28
chrI	12500	37
chrI	12600	5
chrI	12700	6
chrI	12800	8
chrI	12900	10
chrI	13000	16
chrI	13100	35
chrI	13200	18
chrI	13700	35
chrI	13800	4
chrI	13900	23
chrI	14000	8
chrI	14100	3
chrI	14200	9
chrI	14300	4
chrI	14400	13
chrI	14500	4
chrI	14700	5
chrI	14900	6
chrI	15000	5
chrI	15200	3
chrI	15400	16
chrI	15600	5
chrI	15700	8
chrI	15800	4
chrI	15900	8
chrI	16200	5
chrI	16300	6
chrI	16400	3
chrI	16600	4
chrI	16700	4
chrI	16800	5
chrI	16900	8
chrI	17000	4
chrI	17100	24
chrI	17200	5
chrI	17300	4
chrI	17400	20
chrI	17500	2
chrI	17600	13
chrI	17700	8
chrI	17800	14
chrI	17900	10
chrI	18000	23
chrI	18100	6
chrI	18200	8
chrI	18300	13
chrI	18400	3
chrI	18500	2
chrI	18600	9
chrI	18700	7
chrI	18800	40
chrI	18900	15
chrI	19000	9
chrI	19300	16
chrI	19400	36
chrI	19500	12
chrI	19700	4
chrI	19800	14
chrI	19900	16
chrI	20000	2
chrI	20100	5
chrI	20200	4
chrI	20300	16
chrI	20400	5
chrI	20500	8
chrI	20600	43
chrI	20700	27
chrI	20800	7
chrI	20900	14
chrI	21000	5
chrI	21200	2
chrI	21300	6
chrI	21500	19
chrI	21600	8
chrI	21700	14
chrI	21900	16
chrI	22000	46
chrI	22100	14
chrI	22300	2
chrI	22400	7
chrI	22600	8
chrI	22700	13
chrI	22800	18
chrI	22900	29
chrI	23000	34
chrI	23100	24
chrI	23200	8
chrI	23300	30
chrI	23400	2
chrI	23500	13
chrI	23600	16
