2micron	0	114
2micron	100	288
2micron	200	837
2micron	300	1437
2micron	400	1215
2micron	500	994
2micron	600	1015
2micron	700	998
2micron	800	833
2micron	900	1019
2micron	1000	982
2micron	1100	1517
2micron	1200	2161
2micron	1300	2733
2micron	1400	2555
2micron	1500	2342
2micron	1600	607
2micron	1700	770
2micron	1800	7076
2micron	1900	14298
2micron	2000	15211
2micron	2100	7076
2micron	2200	3669
2micron	2300	4010
2micron	2400	5003
2micron	2500	3289
2micron	2600	3033
2micron	2700	2097
2micron	2800	1600
2micron	2900	1858
2micron	3000	1662
2micron	3100	861
2micron	3200	960
2micron	3300	1126
2micron	3400	1437
2micron	3500	1606
2micron	3600	1841
2micron	3700	1771
2micron	3800	1220
2micron	3900	487
2micron	4000	307
2micron	4100	302
2micron	4200	984
2micron	4300	2444
2micron	4400	2819
2micron	4500	5415
2micron	4600	5553
2micron	4700	7773
2micron	4800	6996
2micron	4900	1247
2micron	5000	564
2micron	5100	2297
2micron	5200	4075
2micron	5300	1888
2micron	5400	1329
2micron	5500	955
2micron	5600	1039
2micron	5700	1215
2micron	5800	1615
2micron	5900	2741
2micron	6000	3994
2micron	6100	5689
2micron	6200	4434
2micron	6300	621
chrI	0	3
chrI	100	7
chrI	200	24
chrI	300	16
chrI	400	41
chrI	500	17
chrI	600	7
chrI	700	17
chrI	800	10
chrI	1000	5
chrI	1200	8
chrI	1300	8
chrI	1400	6
chrI	1500	1
chrI	1600	6
chrI	1700	8
chrI	1800	8
chrI	1900	6
chrI	2000	6
chrI	2100	21
chrI	2200	7
chrI	2400	2
chrI	2500	3
chrI	2600	6
chrI	2700	2
chrI	11700	11
chrI	11800	35
chrI	11900	3
chrI	12000	38
chrI	12100	37
chrI	12200	2
chrI	12300	21
chrI	12400	25
chrI	12500	41
chrI	12700	6
chrI	12800	11
chrI	12900	8
chrI	13000	11
chrI	13100	10
chrI	13200	1
chrI	13300	2
chrI	13400	7
chrI	13700	6
chrI	13800	6
chrI	13900	17
chrI	14000	15
chrI	14100	12
chrI	14200	12
chrI	14300	8
chrI	14400	7
chrI	14500	2
chrI	15000	12
chrI	15100	1
chrI	15200	11
chrI	15300	1
chrI	15400	2
chrI	15500	2
chrI	15700	14
chrI	15800	1
chrI	15900	3
chrI	16000	3
chrI	16200	1
chrI	16300	5
chrI	16400	2
chrI	16500	12
chrI	16600	7
chrI	16700	5
chrI	16800	12
chrI	16900	3
chrI	17000	2
chrI	17100	19
chrI	17200	10
chrI	17300	6
chrI	17400	5
chrI	17500	1
chrI	17600	1
chrI	17700	17
chrI	17800	6
chrI	17900	2
chrI	18000	10
chrI	18200	7
chrI	18300	6
chrI	18400	5
chrI	18600	10
chrI	18700	32
chrI	18800	46
chrI	18900	19
chrI	19000	39
chrI	19200	15
chrI	19300	14
chrI	19400	39
chrI	19500	15
chrI	19600	17
chrI	19700	21
chrI	19800	6
chrI	20000	12
chrI	20100	7
chrI	20200	7
chrI	20300	5
chrI	20400	8
chrI	20500	38
chrI	20600	26
chrI	20700	6
chrI	20800	5
chrI	21000	8
chrI	21100	3
chrI	21200	2
chrI	21300	1
chrI	21500	8
chrI	21600	6
chrI	21900	7
chrI	22000	20
chrI	22100	11
chrI	22200	1
chrI	22300	5
chrI	22400	2
chrI	22600	1
chrI	22700	19
chrI	22800	29
chrI	22900	52
chrI	23000	46
chrI	23100	37
chrI	23200	1
chrI	23300	10
chrI	23400	14
chrI	23500	25
chrI	23600	25
chrI	23700	15
chrI	23900	29
chrI	24000	84
chrI	24100	91
chrI	24200	35
chrI	24300	6
chrI	24400	52
chrI	24500	29
chrI	24600	35
chrI	24700	35
chrI	24800	16
chrI	24900	11
chrI	25000	10
chrI	25100	5
chrI	25200	7
chrI	25300	2
chrI	25400	19
chrI	25500	12
chrI	25600	14
chrI	25700	8
chrI	26000	10
chrI	26100	7
chrI	26200	5
chrI	26300	2
chrI	26400	1
chrI	26500	3
chrI	26700	2
chrI	26800	2
chrI	27000	34
chrI	27100	8
chrI	27200	14
chrI	27300	20
chrI	27400	16
chrI	27500	3
chrI	27600	2
chrI	27700	28
chrI	27800	19
chrI	27900	10
chrI	28000	11
chrI	28100	21
chrI	28200	10
chrI	28300	11
chrI	28400	19
chrI	28500	20
chrI	28600	7
chrI	28700	16
chrI	28800	24
chrI	29100	15
chrI	29200	19
chrI	29300	11
chrI	29400	3
chrI	29500	16
chrI	29600	25
chrI	29700	44
chrI	29800	5
chrI	29900	7
chrI	30000	16
chrI	30100	37
chrI	30200	64
chrI	30300	23
chrI	30400	24
chrI	30500	70
chrI	30600	15
chrI	30700	47
chrI	30800	47
chrI	30900	102
chrI	31000	67
chrI	31100	92
chrI	31200	143
chrI	31300	157
chrI	31400	101
chrI	31500	37
chrI	31600	74
chrI	31700	64
chrI	31800	102
chrI	31900	69
chrI	32000	29
chrI	32100	38
chrI	32200	46
chrI	32300	6
chrI	32400	50
chrI	32500	89
chrI	32600	88
chrI	32700	96
chrI	32800	98
chrI	32900	133
chrI	33000	52
chrI	33100	34
chrI	33200	48
chrI	33300	83
chrI	33400	96
chrI	33500	89
chrI	33600	94
chrI	33700	76
chrI	33800	44
chrI	33900	58
chrI	34000	7
chrI	34100	25
chrI	34200	53
chrI	34300	64
chrI	34400	67
chrI	34500	53
chrI	34600	66
chrI	34700	110
chrI	34800	107
chrI	34900	126
chrI	35000	89
chrI	35100	74
chrI	35200	132
chrI	35300	101
chrI	35400	93
chrI	35500	55
chrI	35600	12
chrI	35700	16
chrI	35800	33
chrI	35900	26
chrI	36000	35
chrI	36100	52
chrI	36200	34
chrI	36300	38
chrI	36400	23
chrI	36500	33
chrI	36600	52
chrI	36700	50
chrI	36800	51
chrI	36900	47
chrI	37000	50
chrI	37100	56
chrI	37200	61
chrI	37300	20
chrI	37400	92
chrI	37500	96
chrI	37600	67
chrI	37700	14
chrI	37800	39
chrI	37900	28
chrI	38000	20
chrI	38100	14
chrI	38200	15
chrI	38300	29
chrI	38400	47
chrI	38500	16
chrI	38600	15
chrI	38700	44
chrI	38800	17
chrI	38900	30
chrI	39000	33
chrI	39100	11
chrI	39200	85
chrI	39300	89
chrI	39400	26
chrI	39500	17
chrI	39600	14
chrI	39700	24
chrI	39800	12
chrI	39900	41
chrI	40000	34
chrI	40100	16
chrI	40200	12
chrI	40300	19
chrI	40400	11
chrI	40500	21
chrI	40600	12
chrI	40700	12
chrI	40800	5
chrI	40900	34
chrI	41000	37
chrI	41100	16
chrI	41200	3
chrI	41300	29
chrI	41400	28
chrI	41500	7
chrI	41600	16
chrI	41700	29
chrI	41800	10
chrI	41900	2
chrI	42000	20
chrI	42100	25
chrI	42200	79
chrI	42300	134
chrI	42400	71
chrI	42500	66
chrI	42600	103
chrI	42700	71
chrI	42800	39
chrI	42900	33
chrI	43000	17
chrI	43100	19
chrI	43200	23
chrI	43300	34
chrI	43400	32
chrI	43500	15
chrI	43600	8
chrI	43700	20
chrI	43800	25
chrI	43900	17
chrI	44000	21
chrI	44100	15
chrI	44200	11
chrI	44300	21
chrI	44400	19
chrI	44500	11
chrI	44600	33
chrI	44700	44
chrI	44800	38
chrI	44900	57
chrI	45000	44
chrI	45100	32
chrI	45200	15
chrI	45300	3
chrI	45400	3
chrI	45500	1
chrI	45600	12
chrI	45700	46
chrI	45800	110
chrI	45900	123
chrI	46000	29
chrI	46100	44
chrI	46200	35
chrI	46300	23
chrI	46400	19
chrI	46500	16
chrI	46600	10
chrI	46700	14
chrI	46800	15
chrI	46900	19
chrI	47000	7
chrI	47100	20
chrI	47200	5
chrI	47300	8
chrI	47400	26
chrI	47500	29
chrI	47600	28
chrI	47700	21
chrI	47800	21
chrI	47900	14
chrI	48000	8
chrI	48100	34
chrI	48200	26
chrI	48300	39
chrI	48400	52
chrI	48500	58
chrI	48600	67
chrI	48700	52
chrI	48800	30
chrI	48900	11
chrI	49000	29
chrI	49100	30
chrI	49200	17
chrI	49300	25
chrI	49400	7
chrI	49500	25
chrI	49600	28
chrI	49700	14
chrI	49800	10
chrI	49900	8
chrI	50000	7
chrI	50100	26
chrI	50200	33
chrI	50300	20
chrI	50400	6
chrI	50500	19
chrI	50600	14
chrI	50700	15
chrI	50800	24
chrI	50900	16
chrI	51000	35
chrI	51100	19
chrI	51200	26
chrI	51300	28
chrI	51400	17
chrI	51500	12
chrI	51600	19
chrI	51700	42
chrI	51800	16
chrI	51900	21
chrI	52000	24
chrI	52100	24
chrI	52200	35
chrI	52300	35
chrI	52400	42
chrI	52500	42
chrI	52600	64
chrI	52700	76
chrI	52800	87
chrI	52900	156
chrI	53000	144
chrI	53100	79
chrI	53200	65
chrI	53300	44
chrI	53400	44
chrI	53500	10
chrI	53600	42
chrI	53700	16
chrI	53800	29
chrI	53900	20
chrI	54000	28
chrI	54100	12
chrI	54200	32
chrI	54300	24
chrI	54400	35
chrI	54500	48
chrI	54600	37
chrI	54700	71
chrI	54800	87
chrI	54900	74
chrI	55000	94
chrI	55100	64
chrI	55200	19
chrI	55300	6
chrI	55400	24
chrI	55500	11
chrI	55600	11
chrI	55700	42
chrI	55800	25
chrI	55900	11
chrI	56000	7
chrI	56100	17
chrI	56200	42
chrI	56300	21
chrI	56400	14
chrI	56500	14
chrI	56600	33
chrI	56700	35
